hex_id,badQualityPercent,meeting,attendee
8526c81bfffffff,0,0|1,0|1
8526c823fffffff,0,0|231,0|337
8526c82bfffffff,0.04,15|858,66|1804
8526c803fffffff,0,0|39,0|47
8526c80bfffffff,0.02,3|165,3|171
851ec81bfffffff,0,0|4,0|4
8526c853fffffff,0,0|4,0|4
8526c86bfffffff,0,1|300,1|350
8526c863fffffff,0.01,7|767,7|1072
8526c833fffffff,0.06,1|18,1|18
8526c83bfffffff,0.01,17|1197,17|2695
8526c843fffffff,0.01,1|40,1|103
8526c893fffffff,0,0|3,0|3
8526c89bfffffff,0,0|2,0|2
8526c8a3fffffff,0,0|17,0|18
8512c8a7fffffff,0,0|1,0|1
8526c873fffffff,0.01,2|287,2|342
8526c87bfffffff,0,3|459,3|614
8526c883fffffff,0,0|10,0|10
8526c8b3fffffff,0,0|3,0|3
8526c8bbfffffff,0,0|1,0|1
8526c8cbfffffff,0,0|12,0|12
8542c8a7fffffff,0,0|1,0|1
8542c8affffffff,0,0|1,0|1
85b2c387fffffff,0.5,1|2,1|2
851ec333fffffff,0.11,1|6,1|9
8526c333fffffff,0,0|2,0|2
8526c3a3fffffff,0,0|4,0|4
851ec373fffffff,0,0|8,0|15
851ec3b3fffffff,0,0|2,0|2
851ec3d3fffffff,0,0|2,0|2
851ec203fffffff,0,0|4,0|4
85b2c2a7fffffff,0,0|1,0|1
851ec223fffffff,0.04,1|14,1|26
8526c20bfffffff,0,0|1,0|1
851ec24bfffffff,0.09,2|18,2|23
8566c22bfffffff,0,0|1,0|1
851ec263fffffff,0,0|13,0|19
851ec26bfffffff,0.05,30|318,36|706
851ec273fffffff,0,0|6,0|9
85c2c247fffffff,0,0|22,0|45
851ec2a3fffffff,0,0|2,0|2
8542c277fffffff,0,0|2,0|2
8526c523fffffff,0,0|2,0|2
851ec523fffffff,0,0|2,0|2
8526c553fffffff,0,0|7,0|7
8526c56bfffffff,0,0|1,0|2
8526c533fffffff,0.06,1|12,1|16
85b2c5cffffffff,0,0|9,0|9
851ec55bfffffff,0,0|2,0|2
8526c583fffffff,0,0|1,0|1
85b2c557fffffff,0.07,85|705,104|1475
85b2c547fffffff,0.12,3|22,3|26
85b2c54ffffffff,0,0|7,0|7
8526c5c3fffffff,0,0|1,0|1
8566c463fffffff,0,0|1,0|1
8542c46ffffffff,0.5,1|2,1|2
851ec433fffffff,0,0|5,0|5
851ec46bfffffff,0,0|4,0|4
851ec463fffffff,0.5,1|2,1|2
85b2c4b7fffffff,0,0|6,0|7
85b2c427fffffff,0,0|4,0|4
85b2c42ffffffff,0,0|2,0|2
85b2c417fffffff,0,0|3,0|3
85b2c40ffffffff,0.07,1|12,1|14
85b2c407fffffff,0,0|3,0|3
851ec4bbfffffff,0,0|1,0|1
8566c483fffffff,0,0|7,0|18
8566c48bfffffff,0,0|1,0|2
8526ce1bfffffff,0,0|1,0|1
8512ce6ffffffff,0,0|3,0|3
8526ce4bfffffff,0,0|4,0|4
8542ce2ffffffff,0,0|5,0|6
8542ce27fffffff,0,0|4,0|4
851ece73fffffff,0.2,1|5,1|5
8512ce77fffffff,0,0|1,0|1
8526ce7bfffffff,0,0|2,0|2
8526ce83fffffff,0,0|1,0|1
851ececbfffffff,0,0|6,0|10
851ecebbfffffff,0,0|1,0|2
8542cea7fffffff,0.03,9|199,9|295
851ed11bfffffff,0,0|15,0|22
8526d153fffffff,0,0|21,0|26
8526d15bfffffff,0,0|4,0|4
851ed133fffffff,0.07,1|11,1|15
851ed13bfffffff,0,0|1,0|1
851ed163fffffff,0,0|3,0|3
8512d167fffffff,0,0|1,0|1
8526d143fffffff,0,0|10,0|14
8512d157fffffff,0,0|2,0|2
851ed15bfffffff,0,0|1,0|1
8526d1d3fffffff,0,0|2,0|2
851ed1b3fffffff,0,0|3,0|6
852ad017fffffff,0,0|3,0|3
8512d007fffffff,0,0|4,0|4
852ad027fffffff,0,0|103,0|124
852ad007fffffff,0,0|5,0|6
8512d037fffffff,0,0|3,0|3
852ad037fffffff,0.01,1|78,1|83
852ad097fffffff,0.09,1|11,1|11
852ad0affffffff,0.04,2|36,2|47
852ad077fffffff,0,0|4,0|4
8526d08bfffffff,0,0|2,0|2
852ad0b7fffffff,0.08,1|11,1|12
8526cb13fffffff,0,0|32,0|41
8526cb1bfffffff,0,0|2,0|2
8526cb2bfffffff,0,0|1,0|1
8526cb03fffffff,0,0|4,0|4
8526cb53fffffff,0.08,1|12,1|12
8526cb9bfffffff,0.02,53|2228,60|3885
8526cb93fffffff,0.01,2|295,2|355
851ecb73fffffff,0,0|1,0|1
8526cb73fffffff,0,0|1,0|2
8526cb7bfffffff,0,0|6,0|6
851ecba3fffffff,0,0|2,0|2
8526cb8bfffffff,0,0|100,0|109
8526cb83fffffff,0.04,1|23,1|26
8526cbdbfffffff,0.01,1|158,1|193
8526cbd3fffffff,0.01,2|212,2|277
8526cbbbfffffff,0.08,1|11,1|12
8526cbb3fffffff,0,0|1,0|1
850ecbdbfffffff,0,0|1,0|1
8526cbc3fffffff,0.01,1|136,1|157
8526cbcbfffffff,0.01,2|108,2|246
851eca1bfffffff,0,0|1,0|1
8526ca53fffffff,0,0|4,0|4
8512ca47fffffff,0,0|1,0|1
8526ca33fffffff,0.01,1|103,1|112
8526ca93fffffff,0,0|2,0|2
8526caabfffffff,0,0|1,0|1
8526caa3fffffff,0,0|6,0|6
8596ca43fffffff,0.5,1|1,1|2
8542ca8ffffffff,0.08,2|25,2|26
8542ca87fffffff,0,0|1,0|1
8526cabbfffffff,0,0|3,0|3
8526cab3fffffff,0,0|5,0|5
857acd47fffffff,0,0|1,0|1
8526cd03fffffff,0,0|1,0|1
8512cd97fffffff,0,0|2,0|2
8526cdb3fffffff,0,0|1,0|1
850ecc13fffffff,0,0|1,0|1
856acc2ffffffff,0.21,3|7,3|14
8526cc43fffffff,0,0|1,0|2
8526cc9bfffffff,0,0|1,0|1
851ecc7bfffffff,0,0|3,0|9
8512cc97fffffff,0,0|2,0|3
851ecc9bfffffff,0,0|1,0|1
8512ccc7fffffff,0,0|37,0|41
8512ccd7fffffff,0,0|85,0|99
856acc8ffffffff,0.29,1|4,2|7
852ad617fffffff,0.22,4|15,4|18
852ad60ffffffff,0.11,2|26,4|36
852ad657fffffff,0.04,3|90,5|140
852ad66ffffffff,0.02,1|35,1|56
852ad637fffffff,0,1|61,1|226
852ad64ffffffff,0,0|21,0|21
851ed65bfffffff,0,0|2,0|3
852ad697fffffff,0,0|109,0|113
8526d6a3fffffff,0,0|1,0|1
852ad677fffffff,0.08,22|197,41|543
851ed6abfffffff,0,0|1,0|1
852ad687fffffff,0,0|10,0|11
852ad6d7fffffff,0.01,6|1025,6|1163
851ed6cbfffffff,0,0|1,0|2
852ad6c7fffffff,0.02,2|116,2|127
851ed6dbfffffff,0.5,1|2,1|2
8526d95bfffffff,0,0|1,0|1
8512d947fffffff,0,0|2,0|2
8542d917fffffff,0,0|1,0|1
8526d943fffffff,0,0|10,0|11
8542d9cffffffff,0,0|1,0|1
8542d9d7fffffff,0.01,1|83,1|101
8542d997fffffff,0,0|1,0|1
856ad8c7fffffff,0.17,10|25,14|83
8512d8c7fffffff,0,0|2,0|2
8526d8dbfffffff,0,0|1,0|1
8582d84ffffffff,0.33,2|5,2|6
8512d8d7fffffff,0,0|1,0|1
8566d33bfffffff,0,0|31,0|38
851ed34bfffffff,0,0|3,0|3
851ed333fffffff,0,0|1,0|1
8566d323fffffff,0,0|1,0|1
852ad347fffffff,0,0|93,0|97
852ad397fffffff,0,0|43,0|45
851ed37bfffffff,0,0|1,0|1
851ed3a3fffffff,0.09,4|22,4|43
852ad38ffffffff,0.13,1|8,1|8
8512d3b7fffffff,0,0|9,0|9
851ed3b3fffffff,0,0|4,0|5
852ad3cffffffff,0,0|6,0|6
852ad3c7fffffff,0,0|19,0|19
8552d237fffffff,0.67,2|3,2|3
852ad257fffffff,0,0|1,0|1
851ed23bfffffff,0,0|1,0|2
852ad267fffffff,0,0|4,0|5
852ad26ffffffff,0.67,1|2,2|3
852ad2affffffff,0,0|1,0|1
852ad277fffffff,0,0|1,0|1
852ad287fffffff,0.03,1|30,1|35
852ad28ffffffff,0,0|8,0|8
852ad2cffffffff,0,0|1,0|1
852ad2c7fffffff,0,0|11,0|15
852ad557fffffff,0,0|14,0|14
851ed56bfffffff,0,0|2,0|3
851ed573fffffff,0,0|2,0|3
852ad58ffffffff,0,0|4,0|4
852ad5d7fffffff,0,0|2,0|2
851ed5b3fffffff,0,0|1,0|1
852ad5c7fffffff,0,0|10,0|10
852ad417fffffff,0,0|4,0|4
851ed403fffffff,0,0|15,0|46
852ad40ffffffff,0,0|21,0|47
852ad407fffffff,0,0|1,0|1
852ad457fffffff,0,0|3,0|3
851ed43bfffffff,0,0|2,0|2
852ad46ffffffff,0,0|2,0|2
852ad447fffffff,0,0|15,0|15
852ad44ffffffff,0,0|12,0|12
852ad477fffffff,0,0|10,0|12
852ad48ffffffff,0.01,3|111,3|208
852ad487fffffff,0,0|12,0|13
852ad4c7fffffff,0,0|2,0|2
8526de13fffffff,0,0|1,0|1
8566de63fffffff,0,0|1,0|1
8512de4ffffffff,0,0|1,0|1
8526de6bfffffff,0,0|37,0|52
8526de93fffffff,0,0|1,0|1
851ede7bfffffff,0,0|2,0|3
8526de7bfffffff,0,0|14,0|14
8526e12bfffffff,0,0|1,0|1
8512e127fffffff,0.01,2|117,2|193
8512e12ffffffff,0,0|4,0|8
851ee113fffffff,0,0|1,0|1
8512e137fffffff,0,0|39,0|61
851ee13bfffffff,0,0|1,0|1
8526e133fffffff,0,0|1,0|1
8512e187fffffff,0,0|2,0|2
8526e193fffffff,0,0|4,0|4
8512e1affffffff,0,0|2,0|2
85c2e167fffffff,0,0|1,0|1
851ee1bbfffffff,0,0|1,0|2
8526e1b3fffffff,0,0|1,0|1
8566e05bfffffff,0.5,2|4,2|4
8566e053fffffff,0,0|1,0|1
85c2e0c7fffffff,0,0|1,0|1
8526e05bfffffff,0,0|2,0|2
8526e053fffffff,0,0|1,0|1
8526e06bfffffff,0,0|3,0|3
8526e063fffffff,0,0|1,0|1
8526e093fffffff,0,0|7,0|12
8566e09bfffffff,0.09,3|30,3|33
8566e093fffffff,0.08,132|1295,264|3376
851ee0bbfffffff,0,0|2,0|2
8526e0cbfffffff,0.26,2|15,9|35
8512db0ffffffff,0,0|17,0|22
8542db57fffffff,0,0|6,0|6
8512db37fffffff,0,0|15,0|43
851edb53fffffff,0,0|2,0|2
8512db77fffffff,0,0|18,0|20
8542dbc7fffffff,0,0|1,0|1
850edb8bfffffff,0,0|1,0|1
8512dba7fffffff,0,0|1,0|1
8526dbd3fffffff,0,0|1,0|2
8542db87fffffff,0.33,2|6,2|6
85b2daa7fffffff,0,0|2,0|2
851eda2bfffffff,0.06,2|27,2|34
851eda23fffffff,0,0|2,0|2
851eda1bfffffff,0,0|1,0|1
851eda4bfffffff,0.14,1|4,1|7
856ada17fffffff,0,0|1,0|1
851eda3bfffffff,0.16,6|31,6|37
856ada2ffffffff,0.33,2|5,2|6
851eda73fffffff,0.04,1|23,1|25
851edaabfffffff,0,0|2,0|2
8526da83fffffff,0,0|2,0|2
85b2ddc7fffffff,0,0|1,0|1
8512dd8ffffffff,0,0|2,0|2
85b2dd0ffffffff,0,0|1,0|1
8542dd8ffffffff,0,0|2,0|2
8526ddb3fffffff,0,0|20,0|20
8512dc2ffffffff,0,0|1,0|3
8526dc03fffffff,0,0|2,0|2
851edc13fffffff,0,0|1,0|1
851edc73fffffff,0,0|2,0|2
851edcd3fffffff,0,0|13,0|16
8566e65bfffffff,0.07,5|56,6|81
85b2e687fffffff,0,0|1,0|1
851ee61bfffffff,0,0|1,0|1
8566e643fffffff,0,0|1,0|1
8526e653fffffff,0,0|1,0|1
851ee6abfffffff,0,0|1,0|1
8566e6c3fffffff,0.15,2|10,2|13
8526e68bfffffff,0,0|2,0|2
851ee693fffffff,0,0|1,0|1
8566e6cbfffffff,0,0|3,0|3
8566e69bfffffff,0,0|1,0|1
851ee6cbfffffff,0,0|1,0|3
8566e683fffffff,0,0|3,0|3
851ee903fffffff,0.07,1|10,1|14
8526e913fffffff,0,0|1,0|1
8526e91bfffffff,0,0|1,0|1
8526e90bfffffff,0,0|5,0|5
85c2e977fffffff,0,0|1,0|1
8526e943fffffff,0,0|1,0|1
851ee95bfffffff,0,0|2,0|2
851ee983fffffff,0.07,1|11,1|15
851ee99bfffffff,0.08,1|11,1|13
851ee993fffffff,0,0|2,0|2
8526e983fffffff,0,0|2,0|2
8526e9bbfffffff,0,0|1,0|1
8526e9c3fffffff,0,0|1,0|1
851ee82bfffffff,0,0|1,0|1
8526e85bfffffff,0,0|60,0|64
8526e84bfffffff,0,0|15,0|15
851ee883fffffff,0,0|3,0|3
8526e893fffffff,0,0|2,0|2
8526e89bfffffff,0,0|1,0|1
8526e873fffffff,0,0|9,0|10
851ee8abfffffff,0,0|1,0|1
8526e87bfffffff,0,0|2,0|2
8512e8b7fffffff,0,0|2,0|6
851ee8bbfffffff,0,0|5,0|7
8526e8b3fffffff,0,0|10,0|15
8526e8cbfffffff,0,0|12,0|12
8526e8c3fffffff,0,0|6,0|6
8526e313fffffff,0,0|26,0|27
8526e31bfffffff,0,0|4,0|4
85c2e3c7fffffff,0,0|9,0|15
8526e323fffffff,0,0|4,0|4
85c2e3d7fffffff,0,0|3,0|3
851ee313fffffff,0,0|1,0|1
8526e303fffffff,0,0|2,0|4
8526e353fffffff,0,0|1,0|1
85c2e38ffffffff,0.06,1|17,1|17
851ee333fffffff,0,0|3,0|3
85c2e387fffffff,0,0|1,0|1
8526e333fffffff,0,0|3,0|5
85c2e3affffffff,0,0|4,0|4
851ee35bfffffff,0,0|1,0|1
8526e34bfffffff,0,0|1,0|1
8526e39bfffffff,0,0|6,0|6
85c2e337fffffff,0,0|1,0|1
851ee3a3fffffff,0.11,1|15,2|18
8512e3a7fffffff,0,0|1,0|1
8526e38bfffffff,0.01,1|88,1|139
8526e383fffffff,0,0|1,0|1
8526e3dbfffffff,0,0|4,0|4
8526e3d3fffffff,0,0|3,0|3
85c2e307fffffff,0,0|8,0|11
85c2e317fffffff,0,0|19,0|23
85b2e34ffffffff,0,0|3,0|4
8526e3bbfffffff,0,0|1,0|1
85c2e327fffffff,0,0|1,0|1
8526e3cbfffffff,0.02,1403|34383,1822|92506
8526e3c3fffffff,0,0|31,0|87
851ee223fffffff,0,0|1,0|1
8566e22bfffffff,0.33,1|2,1|3
85c2e2affffffff,0.22,2|4,2|9
85c2e237fffffff,0.25,1|4,1|4
8526e2a3fffffff,0,0|9,0|9
8526e2abfffffff,0,0|7,0|7
8566e2b3fffffff,0.5,1|1,1|2
851ee2cbfffffff,0,0|1,0|1
8566e2a3fffffff,0,0|1,0|1
8526e2cbfffffff,0,0|4,0|4
8526e513fffffff,0,0|64,0|199
8566e56bfffffff,0,0|15,0|20
8512e52ffffffff,0,0|1,0|1
8526e503fffffff,0,0|5,0|5
8526e553fffffff,0,0|4,0|4
8526e56bfffffff,0,0|10,0|16
8526e53bfffffff,0,0|1,0|1
8526e59bfffffff,0,0|2,0|2
8526e593fffffff,0,0|2,0|2
8526e5a3fffffff,0,0|6,0|6
851ee5abfffffff,0,0|4,0|6
851ee593fffffff,0,0|4,0|4
8526e583fffffff,0,0|4,0|6
8526e58bfffffff,0,0|9,0|12
8526e5b3fffffff,0.04,2|53,2|56
8526e5bbfffffff,0,0|16,0|18
8526e5c3fffffff,0,0|1,0|1
8526e5cbfffffff,0,0|1,0|2
8526e423fffffff,0,0|15,0|16
8566e463fffffff,0.2,1|4,1|5
8542e44ffffffff,0,0|1,0|1
8566e43bfffffff,0.05,4|75,4|80
8542e457fffffff,0.18,2|8,2|11
8566e433fffffff,0.1,1|9,1|10
851ee42bfffffff,0,0|1,0|2
8566e42bfffffff,0.2,1|5,1|5
851ee4abfffffff,0,0|1,0|1
8566e4b3fffffff,0,0|1,0|1
8566e4cbfffffff,0,0|4,0|4
8526e48bfffffff,0,0|1,0|1
8526e4d3fffffff,0,0|1,0|1
851eee0bfffffff,0,0|3,0|3
8526ee23fffffff,0,0|26,0|28
8526ee2bfffffff,0,0|4,0|4
851eee23fffffff,0.09,1|11,1|11
8526ee3bfffffff,0,0|6,0|8
8526ee9bfffffff,0,0|1,0|1
851eee7bfffffff,0,0|2,0|2
8526ee83fffffff,0,0|2,0|2
8512ee97fffffff,0,0|1,0|1
850eeeabfffffff,0,0|2,0|2
8512eeb7fffffff,0,0|2,0|2
851eeeb3fffffff,0,0|1,0|1
85c2f1cffffffff,0,0|2,0|2
8566f11bfffffff,0.5,1|2,1|2
8526f15bfffffff,0,0|1,0|1
8512f137fffffff,0,0|5,0|13
851ef183fffffff,0,0|1,0|1
85c2f157fffffff,0.04,1|20,1|23
8566f173fffffff,0,0|4,0|5
852af02ffffffff,0,0|11,0|11
8526f003fffffff,0,0|2,0|2
852af04ffffffff,0,0|16,0|19
852af077fffffff,0,0|1,0|1
8566f0abfffffff,0,0|1,0|2
8542eb4ffffffff,0,0|11,0|11
8526eb03fffffff,0.5,1|2,1|2
85c2eba7fffffff,0,0|3,0|3
8526eb43fffffff,0.2,1|4,1|5
8526eb9bfffffff,0,0|1,0|1
8526ebabfffffff,0,0|2,0|2
8526eb8bfffffff,0,0|1,0|2
8526ebdbfffffff,0,0|1,0|1
851eebbbfffffff,0.06,2|27,2|32
8526ea13fffffff,0,0|2,0|2
8526ea2bfffffff,0,0|1,0|1
8526ea53fffffff,0.33,1|3,1|3
8526ea63fffffff,0,0|1,0|1
8512ea6ffffffff,0.03,4|141,7|260
851eea6bfffffff,0,0|1,0|1
8526ea93fffffff,0,0|15,0|30
8526eaa3fffffff,0,0|1,0|1
8526eaabfffffff,0,0|1,0|1
8526ea83fffffff,0,0|7,0|7
851eea9bfffffff,0,0|1,0|1
8526eac3fffffff,0,0|2,0|2
8526ed13fffffff,0,0|4,0|8
8526ed53fffffff,0,0|17,0|20
851eed43fffffff,0,0|5,0|5
8526ed63fffffff,0,0|1,0|1
8526ed6bfffffff,0,0|1,0|1
8526ed43fffffff,0,0|37,0|37
8526ed4bfffffff,0,0|4,0|4
851eed7bfffffff,0,0|4,0|4
8526ed7bfffffff,0.01,1|76,1|139
8526ed73fffffff,0,0|12,0|12
8526edbbfffffff,0,0|1,0|1
8526edb3fffffff,0,0|1,0|1
8526ec2bfffffff,0,0|25,0|53
851eec1bfffffff,0.05,2|27,2|44
8512ec4ffffffff,0,0|1,0|1
851eec3bfffffff,0.13,1|6,1|8
8526ec63fffffff,0,0|3,0|3
8526ec33fffffff,0,0|2,0|2
851eec6bfffffff,0.03,3|78,3|92
851eec63fffffff,0.33,1|3,1|3
8526ec4bfffffff,0,0|3,0|3
851eec5bfffffff,0,0|1,0|1
851eec8bfffffff,0,0|1,0|1
851eec7bfffffff,0.05,2|42,2|44
8526ecabfffffff,0.08,1|10,1|12
851eec73fffffff,0,0|3,0|3
851eeca3fffffff,0,0|5,0|6
8526ec83fffffff,0,0|8,0|8
8526ec8bfffffff,0,0|1,0|1
8512eccffffffff,0,0|20,0|27
8512ecc7fffffff,0,0|1,0|1
851eecc3fffffff,0,0|3,0|3
851eeccbfffffff,0,0|1,0|1
8526ecb3fffffff,0,0|3,0|3
8526ecbbfffffff,0.01,2|89,2|140
8526eccbfffffff,0,0|3,0|3
852af627fffffff,0,1|194,1|229
852af62ffffffff,0,0|31,0|31
858af68ffffffff,0,0|2,0|3
852af607fffffff,0,0|41,0|45
852af60ffffffff,0.01,2|180,2|232
852af657fffffff,0.02,1|46,1|47
852af667fffffff,0,0|1,0|1
852af637fffffff,0,1|315,1|477
851ef66bfffffff,0,0|1,0|1
852af697fffffff,0,0|1,0|2
852af677fffffff,0,0|19,0|22
851ef6a3fffffff,0,0|1,0|1
852af6cffffffff,0,0|4,0|4
8526f6cbfffffff,0,0|1,0|1
85c2f3d7fffffff,0,0|1,0|1
852af36ffffffff,0,0|2,0|2
8526f33bfffffff,0,0|1,0|1
852af347fffffff,0,0|2,0|2
852af34ffffffff,0,0|1,0|1
851ef383fffffff,0,0|1,0|1
852af22ffffffff,0,0|5,0|9
852af227fffffff,0,0|2,0|2
851ef22bfffffff,0.09,1|6,1|11
852af20ffffffff,0,0|1,0|1
8526f253fffffff,0,0|1,0|1
851ef233fffffff,0,0|1,0|1
851ef263fffffff,0,0|1,0|1
85c2f2a7fffffff,0,0|1,0|1
852af2a7fffffff,0,0|7,0|9
851ef273fffffff,0.33,2|5,2|6
852af2affffffff,0,0|7,0|7
852af2d7fffffff,0,0|3,0|3
8552f547fffffff,0,0|1,0|1
8566f53bfffffff,0,0|10,0|11
851ef52bfffffff,0,0|1,0|1
851ef513fffffff,0,0|1,0|1
8566f513fffffff,0,0|3,0|3
851ef53bfffffff,0,0|21,0|23
851ef563fffffff,0,0|4,0|4
8566f50bfffffff,0,0|1,0|1
8566f5b3fffffff,0,0|3,0|3
8566f5abfffffff,0,0|1,0|1
8526f42bfffffff,0,0|1,0|1
851ef45bfffffff,0.33,2|5,2|6
852b0117fffffff,0,0|1,0|1
852b012ffffffff,0,2|467,2|786
852b0127fffffff,0,0|2,0|2
8527012bfffffff,0,0|2,0|2
852b0167fffffff,0,0|1,0|1
85270163fffffff,0,0|2,0|2
851f016bfffffff,0,0|3,0|3
851f015bfffffff,0,0|8,0|9
851f0153fffffff,0,0|1,0|1
852b0027fffffff,0,0|1,0|1
851f0023fffffff,0,0|2,0|2
851f002bfffffff,0,0|3,0|5
851f0063fffffff,0,0|28,0|42
851f006bfffffff,0,0|1,0|1
851f007bfffffff,0,0|1,0|1
8527007bfffffff,0,0|1,0|1
852b008ffffffff,0,0|7,0|11
851f009bfffffff,0,0|2,0|2
852b0087fffffff,0,0|1,0|1
851f00cbfffffff,0,0|5,0|9
852b00d7fffffff,0,0|4,0|4
851e060bfffffff,0,0|6,0|7
851e0603fffffff,0,0|2,0|2
85260623fffffff,0,0|2,0|3
8526062bfffffff,0,0|1,0|1
851e062bfffffff,0,0|2,0|2
851e061bfffffff,0,0|2,0|2
851e0613fffffff,0,0|2,0|2
851e064bfffffff,0,0|20,0|20
851e0643fffffff,0.01,1|67,1|174
8566062bfffffff,0,0|2,0|2
851e063bfffffff,0,0|4,0|4
851e066bfffffff,0,0|1,0|1
851e0663fffffff,0,0|4,0|4
851e065bfffffff,0,0|11,0|11
851e067bfffffff,0,0|2,0|2
852606abfffffff,0,0|1,0|1
851e06a3fffffff,0,0|1,0|1
851e069bfffffff,0,0|9,0|9
851e0693fffffff,0.33,2|6,2|6
85660673fffffff,0,0|2,0|2
851e06d3fffffff,0,0|1,0|1
851e0913fffffff,0,0|2,0|2
8526095bfffffff,0,0|7,0|11
851e093bfffffff,0,0|2,0|3
851e0953fffffff,0,0|7,0|39
852609a3fffffff,0,0|1,0|1
85260983fffffff,0,0|1,0|1
8526081bfffffff,0,0|1,0|1
8566081bfffffff,0,0|3,0|3
8526085bfffffff,0.02,1|46,1|55
85260853fffffff,0,0|27,0|63
851e0843fffffff,0,0|1,0|1
851e0833fffffff,0,0|4,0|4
85be08dbfffffff,0,0|2,0|5
85260833fffffff,0,0|2,0|2
851e0863fffffff,0,0|2,0|2
851e086bfffffff,0,0|1,0|1
85260843fffffff,0,0|6,0|6
85260893fffffff,0,0|2,0|2
8526089bfffffff,0,0|2,0|2
851e08a3fffffff,0,0|2,0|2
851e089bfffffff,0,0|2,0|3
8566089bfffffff,0.11,13|84,17|150
852608cbfffffff,0.02,3|74,3|149
851e08dbfffffff,0,0|3,0|5
852608c3fffffff,0,0|3,0|3
8566088bfffffff,0,0|4,0|4
851e030bfffffff,0.07,1|12,1|14
8526031bfffffff,0,0|1,0|1
85260323fffffff,0,0|38,0|102
851e032bfffffff,0,0|2,0|2
851e0323fffffff,0,0|1,0|1
851e0343fffffff,0,0|1,0|1
851e0363fffffff,0,0|9,0|9
851e036bfffffff,0,0|16,0|18
8526033bfffffff,0,0|1,0|1
851e035bfffffff,0,0|5,0|5
851e0353fffffff,0,0|2,0|2
851e038bfffffff,0,0|3,0|3
85260393fffffff,0,0|4,0|4
851e0373fffffff,0.01,10|847,10|1450
851e037bfffffff,0.02,1|37,1|51
85c20367fffffff,0,0|4,0|4
851e0393fffffff,0,0|1,0|1
851e03bbfffffff,0,0|1,0|1
851e03b3fffffff,0,0|1,0|1
851e03d3fffffff,0,0|1,0|1
851e0203fffffff,0,0|3,0|3
851e020bfffffff,0,0|1,0|1
851e021bfffffff,0,0|8,0|9
851e0243fffffff,0,0|2,0|2
85660213fffffff,0,0|1,0|1
851e0233fffffff,0,0|1,0|1
851e023bfffffff,0,0|1,0|1
851e026bfffffff,0,0|1,0|1
8526023bfffffff,0,0|1,0|1
851e0253fffffff,0,0|1,0|1
851e028bfffffff,0,0|19,0|20
851e0283fffffff,0,0|17,0|19
851e02a3fffffff,0,0|4,0|4
851e02abfffffff,0,0|1,0|1
851e0293fffffff,0,0|13,0|13
851e029bfffffff,0.01,7|426,8|601
851e02c3fffffff,0,0|6,0|7
851e02b3fffffff,0,0|13,0|13
851e02dbfffffff,0,0|1,0|1
8566028bfffffff,0,0|1,0|1
851e02d3fffffff,0,0|2,0|4
851e0503fffffff,0,0|10,0|10
85260513fffffff,0,0|2,0|2
8526051bfffffff,0,0|1,0|1
85260523fffffff,0,0|2,0|2
851e0513fffffff,0,0|10,0|10
851e0533fffffff,0,0|1,0|1
851e053bfffffff,0,0|1,0|1
851e0563fffffff,0,0|1,0|1
8526054bfffffff,0,0|3,0|3
85c205affffffff,0,0|1,0|1
851e0583fffffff,0,0|4,0|4
851e058bfffffff,0,0|4,0|5
8526059bfffffff,0,0|4,0|4
85260593fffffff,0,0|1,0|1
852605abfffffff,0,0|2,0|2
852605a3fffffff,0,0|1,0|1
851e05a3fffffff,0,0|1,0|1
8526057bfffffff,0,0|2,0|3
851e0593fffffff,0.01,1|61,1|78
851e059bfffffff,0,0|4,0|6
851e05cbfffffff,0,0|5,0|6
851e05c3fffffff,0,0|3,0|5
852605d3fffffff,0,0|2,0|2
851e05bbfffffff,0,0|6,0|6
851e05b3fffffff,0,0|1,0|1
851e05dbfffffff,0.07,1|14,1|15
8566045bfffffff,0,0|2,0|2
85260413fffffff,0,0|2,0|2
8526042bfffffff,0,0|1,0|1
85b20487fffffff,0,0|1,0|1
851e041bfffffff,0.07,1|12,1|14
851e044bfffffff,0,0|2,0|2
851e0433fffffff,0,0|1,0|1
85260433fffffff,0,0|6,0|7
851e046bfffffff,0,0|3,0|3
851e0463fffffff,0,0|4,0|4
851e045bfffffff,0.08,1|10,1|12
8526049bfffffff,0,0|6,0|10
851e0473fffffff,0,0|1,0|1
851e047bfffffff,0,0|2,0|2
851e04a3fffffff,0,0|3,0|3
851e049bfffffff,0,0|1,0|1
851e04bbfffffff,0,0|2,0|2
851e04dbfffffff,0,0|1,0|1
851e0e03fffffff,0,0|1,0|1
85260e13fffffff,0,0|1,0|1
85260e23fffffff,0.02,15|469,16|822
85260e2bfffffff,0.25,1|4,1|4
85660e3bfffffff,0.1,1|8,1|10
85260e03fffffff,0,0|1,0|1
851e0e4bfffffff,0,0|1,0|1
85260e63fffffff,0,0|1,0|2
85260e33fffffff,0,0|7,0|7
85260e3bfffffff,0,0|1,0|3
85260e43fffffff,0,0|1,0|1
85260e4bfffffff,0,0|1,0|1
851e0e83fffffff,0,0|1,0|1
851e0e73fffffff,0,0|1,0|1
85260e7bfffffff,0,0|2,0|2
85260e8bfffffff,0,0|1,0|1
851e0e93fffffff,0,0|1,0|1
85260e83fffffff,0,0|1,0|1
851e0ec3fffffff,0,0|1,0|1
851e0eb3fffffff,0,0|1,0|1
851e1123fffffff,0,0|1,0|1
